customer_id,first_name,last_name,email,phone,city,signup_date,age,gender,total_trips,cancelled_trips,days_since_last_trip,churned,engagement_score,loyalty_score,persona,signup_channel,income_level,payment_method,device_type,app_open_events,search_events,ride_request_events,ride_completed_events,ride_conversion_rate,request_to_search_ratio,search_to_open_ratio,last_event_date,active_days,total_completed_trips,total_cancelled_trips,total_gross_revenue,avg_gross_revenue,net_platform_revenue,avg_distance_km,avg_duration_min,total_driver_payout,first_trip_date,last_trip_date,promo_used_avg,cancellation_rate,conversion_rate,promo_used_count,total_promo_cost,avg_promo_cost,avg_discount_value,avg_driver_burden,driver_borne_total,discount_total_fixed,driver_burden_ratio,platform_burden_ratio,promo_used_rate
CUST00199,Inaya,Bakker,inaya.bakker@hotmail.com,+31(0)52 6155557,Amsterdam,2024-01-27,28,Female,44,1,0,0,1.0,0.875,Tourist,Organic,medium,Credit Card,iOS,58,38,16,22,1.375,0.42105263157894735,0.6551724137931034,2025-12-14,48,42,2,558.56,12.694545454545453,139.65,6.5275,25.872727272727275,418.90999999999997,2024-03-13,2025-10-06,0.18181818181818182,0.045454545454545456,0.9545454545454546,5.0,91.71000000000001,18.342000000000002,18.556,0.756,3.7800000000000002,95.49000000000001,0.03958529688972667,0.9604147031102733,0.11363636363636363
CUST00200,Donata,Vollbrecht,donata.vollbrecht@web.de,01733 524001,Berlin,2025-07-25,28,Other,48,6,35,0,1.0,0.9,Business,Referral,medium,Digital Wallet,Android,46,26,16,12,0.75,0.6153846153846154,0.5652173913043478,2025-12-13,39,47,1,672.548,14.011416666666667,168.15,6.36625,25.910416666666666,504.4,2025-07-26,2025-12-11,0.16666666666666666,0.020833333333333332,0.9791666666666666,3.0,29.6,9.866666666666667,12.28,2.433333333333333,7.299999999999999,36.9,0.19783197831978316,0.8021680216802168,0.0625
CUST00201,Herberto,Daza,herberto.daza@yahoo.com,+34873856204,Barcelona,2023-08-09,49,Other,50,6,11,0,1.0,0.912,Casual Rider,Partnership,low,Digital Wallet,iOS,52,30,17,12,0.7058823529411765,0.5666666666666667,0.5769230769230769,2025-12-14,43,42,8,528.992,10.579839999999999,132.28,6.6588,25.642,396.71999999999997,2023-08-31,2025-12-14,0.16,0.16,0.84,5.0,44.22,8.844,11.186,2.342,11.71,55.93,0.20936885392454857,0.7906311460754515,0.1
CUST00202,Ronaldo,Pacillo,ronaldo.pacillo@hotmail.com,+39 373189355,Milan,2024-09-14,25,Female,28,2,29,0,1.0,0.775,Casual Rider,Referral,medium,Digital Wallet,Web,92,50,30,22,0.7333333333333333,0.6,0.5434782608695652,2025-12-14,68,25,3,340.12,12.147142857142857,85.03,6.954642857142857,21.907142857142855,255.08,2024-09-16,2025-11-27,0.14285714285714285,0.10714285714285714,0.8928571428571429,4.0,51.58,12.895,12.7425,0.4374999999999999,1.7499999999999996,53.33,0.03281455090943183,0.9671854490905681,0.14285714285714285
CUST00203,Fabrizio,Bellini,fabrizio.bellini@yahoo.com,0881586401,Milan,2025-01-08,49,Other,47,3,7,0,1.0,0.894,Tourist,Referral,medium,Debit Card,Android,108,66,40,32,0.8,0.6060606060606061,0.6111111111111112,2025-12-13,76,34,13,460.44,9.79659574468085,115.09,7.789574468085107,24.919148936170213,345.37,2025-01-21,2025-12-14,0.14893617021276595,0.2765957446808511,0.723404255319149,4.0,63.46,15.865,19.57,3.705,14.82,78.28,0.18932038834951456,0.8106796116504854,0.0851063829787234
CUST00204,Morena,Lollobrigida,morena.lollobrigida@fastwebnet.it,+39 0735600713,Milan,2025-07-24,21,Male,32,2,25,1,1.0,0.8,Commuter,Organic,medium,Debit Card,iOS,59,34,25,16,0.64,0.7352941176470589,0.576271186440678,2025-12-15,50,28,4,350.404,10.950125,87.6,6.570625,24.146875,262.8,2025-07-25,2025-12-15,0.1875,0.125,0.875,4.0,58.22,14.555,15.8025,1.5,6.0,64.22,0.09342883836810963,0.9065711616318903,0.125
CUST00205,Finn,van der Kaay,finn.van der kaay@gmail.com,+31(0)22-3987094,Amsterdam,2025-06-27,36,Female,44,6,2,0,1.0,0.875,Business,Referral,medium,Cash,Web,74,50,26,18,0.6923076923076923,0.52,0.6756756756756757,2025-12-13,54,41,3,573.668,13.037909090909091,143.41,6.039545454545455,25.672727272727272,430.26,2025-06-30,2025-12-13,0.11363636363636363,0.06818181818181818,0.9318181818181818,5.0,52.0,10.4,14.562000000000001,4.35,21.75,73.75,0.29491525423728815,0.7050847457627119,0.11363636363636363
CUST00206,Elodia,Plaza,elodia.plaza@hotmail.com,+34882165402,Barcelona,2025-04-17,29,Male,37,3,4,0,1.0,0.831,Casual Rider,Ads,low,Digital Wallet,iOS,43,22,14,10,0.7142857142857143,0.6363636363636364,0.5116279069767442,2025-12-13,39,30,7,332.866,8.996378378378378,83.21000000000001,6.414594594594595,25.33783783783784,249.66,2025-04-22,2025-12-12,0.13513513513513514,0.1891891891891892,0.8108108108108109,4.0,35.03,8.7575,10.682500000000001,2.215,8.86,43.89,0.201868307131465,0.798131692868535,0.10810810810810811
CUST00207,Ani,Arregui,ani.arregui@gmail.com,+34855983432,Barcelona,2025-07-16,65,Male,45,6,23,0,1.0,0.881,Casual Rider,Referral,low,Cash,iOS,101,61,41,30,0.7317073170731707,0.6721311475409836,0.6039603960396039,2025-12-09,66,39,6,470.172,10.448266666666667,117.58,7.407111111111111,22.46,352.59000000000003,2025-07-16,2025-12-13,0.17777777777777778,0.13333333333333333,0.8666666666666667,6.0,57.1,9.516666666666667,13.386666666666665,3.936666666666666,23.619999999999997,80.72,0.2926164519326065,0.7073835480673935,0.13333333333333333
CUST00208,Sophia,Takkelenburg,sophia.takkelenburg@yahoo.com,+31(0)83-6764220,Amsterdam,2025-09-18,54,Female,33,1,4,0,1.0,0.806,Casual Rider,Partnership,medium,Digital Wallet,iOS,77,45,33,25,0.7575757575757576,0.7333333333333333,0.5844155844155844,2025-12-13,54,30,3,351.382,10.647939393939394,87.85,7.371212121212121,24.8969696969697,263.53,2025-09-19,2025-12-12,0.18181818181818182,0.09090909090909091,0.9090909090909091,4.0,40.120000000000005,10.030000000000001,13.45,3.5299999999999994,14.119999999999997,54.24,0.26032448377581113,0.7396755162241888,0.12121212121212122
CUST00209,Felipa,Santiago,felipa.santiago@gmail.com,+34814 223 979,Barcelona,2025-10-10,19,Female,31,0,76,1,1.0,0.794,Commuter,Partnership,low,Digital Wallet,iOS,47,27,20,15,0.75,0.7407407407407407,0.574468085106383,2025-12-15,30,27,4,318.322,10.268451612903226,79.59,8.871935483870967,24.97741935483871,238.73,2025-10-10,2025-12-15,0.0967741935483871,0.12903225806451613,0.8709677419354839,2.0,21.98,10.99,14.14,3.1499999999999995,6.299999999999999,28.28,0.22277227722772272,0.7772277227722773,0.06451612903225806
CUST00210,Lucila,Rosado,lucila.rosado@hotmail.com,+34886483274,Barcelona,2025-05-11,24,Male,54,6,3,0,1.0,0.938,Casual Rider,Partnership,low,Credit Card,Android,114,65,41,26,0.6341463414634146,0.6307692307692307,0.5701754385964912,2025-12-14,74,46,8,572.556,10.60288888888889,143.19,7.663333333333333,24.185185185185187,429.35,2025-05-11,2025-12-13,0.09259259259259259,0.14814814814814814,0.8518518518518519,2.0,34.35,17.175,18.64,1.5549999999999997,3.1099999999999994,37.46,0.08302189001601706,0.9169781099839829,0.037037037037037035
CUST00211,Sam,van Buuren,sam.van buuren@gmail.com,0602-461188,Amsterdam,2025-05-17,65,Female,34,1,16,0,1.0,0.812,Commuter,Organic,medium,Debit Card,iOS,104,54,41,17,0.4146341463414634,0.7592592592592593,0.5192307692307693,2025-12-15,71,28,6,329.44,9.689411764705882,82.37,6.549411764705883,26.961764705882356,247.08,2025-05-19,2025-12-14,0.17647058823529413,0.17647058823529413,0.8235294117647058,1.0,12.76,12.76,12.28,0.0,0.0,12.76,0.0,1.0,0.029411764705882353
CUST00212,Ilaria,Monaco,ilaria.monaco@tin.it,+39 0421114299,Milan,2025-07-22,58,Male,26,4,68,1,0.994,0.759,Commuter,Organic,medium,Digital Wallet,Web,81,39,27,24,0.8888888888888888,0.6923076923076923,0.48148148148148145,2025-12-14,59,22,4,327.234,12.585923076923077,81.8,5.707307692307692,22.950000000000003,245.44,2025-07-23,2025-12-08,0.11538461538461539,0.15384615384615385,0.8461538461538461,1.0,8.75,8.75,11.75,3.0,3.0,11.75,0.2553191489361702,0.7446808510638298,0.038461538461538464
CUST00213,Kerstin,Klapp,kerstin.klapp@yahoo.de,09898315818,Berlin,2023-09-28,33,Male,41,4,17,0,1.0,0.856,Commuter,Organic,medium,Debit Card,iOS,81,54,36,17,0.4722222222222222,0.6666666666666666,0.6666666666666666,2025-12-15,59,36,5,538.0,13.121951219512194,134.46,6.543658536585366,23.88048780487805,403.53,2023-09-29,2025-11-30,0.12195121951219512,0.12195121951219512,0.8780487804878049,3.0,29.93,9.976666666666667,13.26,3.3800000000000003,10.14,40.07,0.2530571499875218,0.7469428500124782,0.07317073170731707
CUST00214,Loredana,Riccati,loredana.riccati@hotmail.com,+39 3490271526,Milan,2023-09-07,27,Other,19,2,15,0,1.0,0.719,Business,Ads,medium,Cash,Android,54,32,17,11,0.6470588235294118,0.53125,0.5925925925925926,2025-12-13,41,13,6,216.922,11.416947368421052,54.24,7.32157894736842,24.405263157894737,162.69,2023-09-10,2025-10-22,0.05263157894736842,0.3157894736842105,0.6842105263157895,1.0,3.26,3.26,3.18,0.0,0.0,3.26,0.0,1.0,0.05263157894736842
CUST00215,Dionigi,Aldobrandi,dionigi.aldobrandi@libero.it,328126158,Milan,2024-08-31,66,Other,25,3,1,0,1.0,0.756,Casual Rider,Organic,medium,Digital Wallet,iOS,62,34,17,22,1.2941176470588236,0.5,0.5483870967741935,2025-12-12,50,25,0,274.0,10.96,68.5,6.76,24.875999999999998,205.5,2024-09-20,2025-12-13,0.08,0.0,1.0,1.0,21.64,21.64,30.0,8.36,8.36,30.0,0.2786666666666667,0.7213333333333334,0.04
CUST00216,Anselma,Otero,anselma.otero@hotmail.com,+34965 63 07 63,Barcelona,2024-07-01,22,Female,66,8,9,0,1.0,1.0,Casual Rider,Organic,low,Digital Wallet,Web,115,68,41,30,0.7317073170731707,0.6029411764705882,0.591304347826087,2025-12-15,71,57,9,712.832,10.800484848484848,178.21,6.672878787878788,23.91060606060606,534.61,2024-07-08,2025-12-05,0.12121212121212122,0.13636363636363635,0.8636363636363636,7.0,82.46,11.78,15.794285714285715,4.014285714285714,28.1,110.56,0.2541606367583213,0.7458393632416787,0.10606060606060606
CUST00217,Shane,Green,shane.green@yahoo.co.uk,+44115 4960659,London,2023-08-17,40,Other,46,2,46,0,1.0,0.887,Business,Organic,high,Cash,Android,44,31,17,10,0.5882352941176471,0.5483870967741935,0.7045454545454546,2025-12-10,37,42,4,776.396,16.878173913043476,194.1,6.931739130434783,24.958695652173912,582.3,2023-08-23,2025-12-11,0.10869565217391304,0.08695652173913043,0.9130434782608695,4.0,48.379999999999995,12.094999999999999,15.26,3.325,13.3,61.67999999999999,0.21562905317769135,0.7843709468223087,0.08695652173913043
CUST00218,Ben,Davies,ben.davies@yahoo.co.uk,+44(0)116 4960592,London,2024-10-20,21,Female,68,8,25,0,1.0,1.0,Tourist,Referral,high,Credit Card,Web,67,45,20,13,0.65,0.4444444444444444,0.6716417910447762,2025-12-15,51,58,10,1034.77,15.21720588235294,258.69,7.169705882352941,25.170588235294115,776.07,2024-10-20,2025-12-15,0.07352941176470588,0.14705882352941177,0.8529411764705882,4.0,26.43,6.6075,8.0275,1.4475000000000002,5.790000000000001,32.22,0.17970204841713225,0.8202979515828678,0.058823529411764705
CUST00219,Natalia,Ricciardi,natalia.ricciardi@tin.it,0425700900,Milan,2023-12-24,50,Female,38,1,46,0,1.0,0.837,Casual Rider,Referral,medium,Cash,Web,42,23,20,8,0.4,0.8695652173913043,0.5476190476190477,2025-12-13,38,34,4,452.284,11.90221052631579,113.08,6.359736842105263,24.74473684210526,339.2,2024-01-02,2025-12-10,0.23684210526315788,0.10526315789473684,0.8947368421052632,6.0,69.82000000000001,11.636666666666668,15.708333333333334,4.071666666666666,24.43,94.25,0.25920424403183023,0.7407957559681698,0.15789473684210525
CUST00220,Sandor,Franke,sandor.franke@hotmail.de,+49(0)4797072276,Berlin,2023-04-15,38,Other,44,2,29,0,1.0,0.875,Casual Rider,Ads,medium,Credit Card,Android,82,53,33,22,0.6666666666666666,0.6226415094339622,0.6463414634146342,2025-12-15,62,41,3,628.59,14.286136363636365,157.17,5.784545454545455,24.46590909090909,471.42,2023-05-08,2025-12-15,0.11363636363636363,0.06818181818181818,0.9318181818181818,4.0,46.84,11.71,13.6875,2.1975000000000002,8.790000000000001,55.63,0.15800826891964767,0.8419917310803523,0.09090909090909091
CUST00221,Karen,Russell,karen.russell@gmail.com,+441632960536,London,2023-01-18,39,Other,57,8,15,0,1.0,0.956,Business,Ads,high,Credit Card,iOS,38,19,16,11,0.6875,0.8421052631578947,0.5,2025-12-13,32,46,11,886.484,15.552350877192984,221.6,8.130701754385965,26.16140350877193,664.89,2023-02-26,2025-12-03,0.10526315789473684,0.19298245614035087,0.8070175438596491,4.0,27.950000000000003,6.987500000000001,10.07,3.0824999999999996,12.329999999999998,40.28,0.30610724925521343,0.6938927507447865,0.07017543859649122
CUST00222,Ruth,Noriega,ruth.noriega@hotmail.com,+34983 04 72 69,Barcelona,2023-09-07,46,Other,40,4,6,0,1.0,0.85,Commuter,Organic,low,Digital Wallet,Android,30,19,8,10,1.25,0.42105263157894735,0.6333333333333333,2025-12-14,25,35,5,442.744,11.0686,110.72,6.833,26.432499999999997,332.02,2023-09-16,2025-10-18,0.1,0.125,0.875,3.0,42.84,14.280000000000001,18.0,3.72,11.16,54.0,0.20666666666666667,0.7933333333333334,0.075
CUST00223,Fortunata,Nogueira,fortunata.nogueira@hotmail.com,+34 832 242 249,Barcelona,2024-03-20,44,Female,38,4,2,0,1.0,0.837,Business,Organic,low,Credit Card,Android,59,27,22,21,0.9545454545454546,0.8148148148148148,0.4576271186440678,2025-12-09,45,33,5,414.6,10.910526315789474,103.64,6.433947368421053,23.394736842105264,310.96,2024-03-21,2025-12-04,0.2894736842105263,0.13157894736842105,0.868421052631579,3.0,22.83,7.609999999999999,11.76,4.1499999999999995,12.45,35.28,0.352891156462585,0.6471088435374149,0.07894736842105263
CUST00224,Samuel,Johnston,samuel.johnston@outlook.com,+44909 879 0703,London,2023-10-28,53,Other,53,5,59,1,1.0,0.931,Casual Rider,Organic,high,Digital Wallet,Web,73,37,26,17,0.6538461538461539,0.7027027027027027,0.5068493150684932,2025-12-15,56,45,8,928.112,17.51154716981132,232.05,7.729622641509434,24.724528301886796,696.05,2023-11-20,2025-12-08,0.3018867924528302,0.1509433962264151,0.8490566037735849,12.0,148.17,12.347499999999998,14.396666666666667,2.0700000000000003,24.840000000000003,173.01,0.14357551586613493,0.8564244841338651,0.22641509433962265
CUST00225,Nico,Busoni,nico.busoni@gmail.com,0882665897,Milan,2025-10-05,27,Female,35,4,1,0,1.0,0.819,Business,Ads,medium,Digital Wallet,Android,40,30,18,6,0.3333333333333333,0.6,0.75,2025-12-15,29,27,8,355.258,10.15022857142857,88.8,7.236,25.185714285714287,266.48,2025-10-05,2025-12-14,0.2,0.22857142857142856,0.7714285714285715,5.0,50.39,10.078,13.407999999999998,3.3299999999999996,16.65,67.03999999999999,0.24835918854415276,0.7516408114558474,0.14285714285714285
CUST00226,Aitor,Morán,aitor.morán@yahoo.com,+34877207346,Barcelona,2024-09-15,26,Other,39,2,21,0,1.0,0.844,Business,Organic,low,Cash,Web,83,50,37,23,0.6216216216216216,0.74,0.6024096385542169,2025-12-15,64,35,4,411.176,10.542974358974359,102.78,6.443846153846154,27.594871794871796,308.39,2024-10-02,2025-12-13,0.1282051282051282,0.10256410256410256,0.8974358974358975,2.0,13.46,6.73,12.59,5.859999999999999,11.719999999999999,25.18,0.46544876886417785,0.5345512311358221,0.05128205128205128
CUST00227,Evi,Veenstra,evi.veenstra@hotmail.com,022 3747409,Amsterdam,2025-03-12,26,Other,33,6,76,0,1.0,0.806,Business,Partnership,medium,Digital Wallet,iOS,102,65,30,26,0.8666666666666667,0.46153846153846156,0.6372549019607843,2025-12-13,69,31,2,412.608,12.503272727272728,103.17,6.86969696969697,23.63939393939394,309.44,2025-03-27,2025-12-10,0.21212121212121213,0.06060606060606061,0.9393939393939394,4.0,31.810000000000002,7.952500000000001,10.175,2.2224999999999997,8.889999999999999,40.7,0.21842751842751837,0.7815724815724816,0.12121212121212122
CUST00228,Saar,Bouthoorn,saar.bouthoorn@hotmail.com,(0439)-108673,Amsterdam,2024-12-22,37,Male,61,7,12,1,1.0,0.981,Commuter,Organic,medium,Cash,iOS,83,40,22,31,1.4090909090909092,0.55,0.4819277108433735,2025-12-14,57,52,9,705.242,11.561344262295082,176.34,6.694590163934427,27.962295081967213,528.9,2024-12-26,2025-12-09,0.13114754098360656,0.14754098360655737,0.8524590163934426,5.0,49.269999999999996,9.854,13.75,4.006,20.03,69.3,0.2890331890331891,0.7109668109668109,0.08196721311475409
CUST00229,Wiebke,Sauer,wiebke.sauer@gmail.com,00330 50068,Berlin,2023-10-01,26,Male,46,2,13,0,1.0,0.887,Business,Organic,medium,Credit Card,Web,31,26,9,6,0.6666666666666666,0.34615384615384615,0.8387096774193549,2025-12-11,29,41,5,531.524,11.554869565217391,132.88,7.074782608695652,24.584782608695654,398.64,2023-10-08,2025-12-15,0.15217391304347827,0.10869565217391304,0.8913043478260869,4.0,59.14,14.785,15.32,0.6324999999999998,2.5299999999999994,61.67,0.04102480946975838,0.9589751905302416,0.08695652173913043
CUST00230,Saverio,Mercalli,saverio.mercalli@yahoo.com,053519128,Milan,2025-10-17,65,Other,22,0,25,0,1.0,0.738,Business,Organic,medium,Debit Card,Web,56,31,20,15,0.75,0.6451612903225806,0.5535714285714286,2025-12-15,37,18,4,261.144,11.870181818181818,65.27,7.465909090909091,26.91818181818182,195.88,2025-10-25,2025-12-11,0.09090909090909091,0.18181818181818182,0.8181818181818182,1.0,6.18,6.18,12.28,6.1,6.1,12.28,0.496742671009772,0.503257328990228,0.045454545454545456
CUST00231,Gertrudis,Torrens,gertrudis.torrens@hotmail.com,+34 980 25 10 26,Barcelona,2023-11-18,27,Male,46,6,3,1,1.0,0.887,Commuter,Ads,low,Cash,iOS,91,54,25,27,1.08,0.46296296296296297,0.5934065934065934,2025-12-13,65,43,3,514.81,11.191521739130433,128.7,7.54695652173913,26.247826086956525,386.11,2023-11-23,2025-12-11,0.17391304347826086,0.06521739130434782,0.9347826086956522,4.0,39.53,9.8825,13.26,3.3775,13.51,53.04,0.2547134238310709,0.7452865761689291,0.08695652173913043
CUST00232,Serafina,Polo,serafina.polo@gmail.com,+34844 68 01 76,Barcelona,2024-03-07,41,Other,59,3,7,0,1.0,0.969,Commuter,Partnership,low,Digital Wallet,Web,52,37,17,17,1.0,0.4594594594594595,0.7115384615384616,2025-12-12,40,55,4,650.534,11.026,162.61,7.454576271186441,23.571186440677966,487.92,2024-03-10,2025-12-12,0.15254237288135594,0.06779661016949153,0.9322033898305084,5.0,69.93,13.986,16.436,2.4499999999999997,12.249999999999998,82.18,0.14906303236797272,0.8509369676320273,0.0847457627118644
CUST00233,Josefa,Manso,josefa.manso@hotmail.com,+34841 775 146,Barcelona,2023-06-14,32,Other,25,3,5,0,1.0,0.756,Commuter,Organic,low,Cash,iOS,107,66,46,28,0.6086956521739131,0.696969696969697,0.616822429906542,2025-12-15,69,22,3,288.422,11.536880000000002,72.12,6.6728,24.668000000000003,216.29999999999998,2023-07-21,2025-11-15,0.12,0.12,0.88,2.0,10.89,5.445,6.16,0.8049999999999999,1.6099999999999999,12.5,0.1288,0.8712000000000001,0.08
CUST00234,Bente,Lommert,bente.lommert@hotmail.com,0862 840268,Amsterdam,2024-04-04,61,Other,26,4,14,0,1.0,0.762,Casual Rider,Partnership,medium,Digital Wallet,Android,78,56,26,12,0.46153846153846156,0.4642857142857143,0.717948717948718,2025-12-15,57,24,2,328.794,12.645923076923076,82.16,7.080384615384616,24.29615384615385,246.64,2024-04-08,2025-12-08,0.15384615384615385,0.07692307692307693,0.9230769230769231,1.0,9.68,9.68,9.0,0.0,0.0,9.68,0.0,1.0,0.038461538461538464
CUST00235,Camillo,Vismara,camillo.vismara@alice.it,048166956,Milan,2025-06-28,51,Female,47,8,32,1,1.0,0.894,Commuter,Ads,medium,Debit Card,Android,85,56,31,20,0.6451612903225806,0.5535714285714286,0.6588235294117647,2025-12-15,60,41,6,536.228,11.409106382978722,134.05,6.397021276595745,29.461702127659574,402.19,2025-07-01,2025-12-10,0.1276595744680851,0.1276595744680851,0.8723404255319149,6.0,76.25999999999999,12.709999999999999,13.089999999999998,0.8383333333333333,5.029999999999999,81.28999999999999,0.06187722967154631,0.9381227703284537,0.1276595744680851
CUST00236,Helen,Harrison,helen.harrison@yahoo.co.uk,+44(0)191 496 0971,London,2023-06-28,59,Female,65,1,0,0,1.0,1.0,Tourist,Referral,high,Credit Card,Android,49,33,18,8,0.4444444444444444,0.5454545454545454,0.673469387755102,2025-12-12,39,58,7,1090.592,16.778338461538464,272.68,6.149230769230769,25.419999999999998,817.91,2023-07-16,2025-12-01,0.24615384615384617,0.1076923076923077,0.8923076923076924,13.0,149.73000000000002,11.51769230769231,14.925384615384615,3.4915384615384615,45.39,195.12,0.2326260762607626,0.7673739237392375,0.2
CUST00237,Darren,Thomson,darren.thomson@yahoo.com,(029) 2018147,London,2025-04-03,66,Male,76,10,14,0,1.0,1.0,Tourist,Partnership,high,Debit Card,Android,119,73,42,36,0.8571428571428571,0.5753424657534246,0.6134453781512605,2025-12-13,77,67,9,1196.37,15.741710526315789,299.08,7.057763157894737,23.726315789473684,897.29,2025-04-03,2025-12-15,0.17105263157894737,0.11842105263157894,0.881578947368421,6.0,54.44,9.073333333333332,10.59,1.6983333333333335,10.190000000000001,64.63,0.15766671824230236,0.8423332817576977,0.07894736842105263
CUST00238,Shane,Gordon,shane.gordon@yahoo.com,(020)74960813,London,2023-02-23,32,Female,43,1,14,0,1.0,0.869,Tourist,Referral,high,Cash,iOS,65,28,21,18,0.8571428571428571,0.75,0.4307692307692308,2025-12-12,49,39,4,772.484,17.964744186046513,193.11,7.139302325581395,26.390697674418604,579.37,2023-03-20,2025-12-08,0.09302325581395349,0.09302325581395349,0.9069767441860465,3.0,40.4,13.466666666666667,15.0,1.5666666666666667,4.7,45.1,0.10421286031042129,0.8957871396895787,0.06976744186046512
CUST00239,Hermenegildo,Arnal,hermenegildo.arnal@gmail.com,+34 975 074 429,Barcelona,2024-11-09,50,Female,58,2,35,0,1.0,0.962,Commuter,Partnership,low,Credit Card,Android,73,49,25,19,0.76,0.5102040816326531,0.6712328767123288,2025-12-15,55,47,11,600.882,10.36003448275862,150.19,6.417931034482759,27.913793103448278,450.7,2024-11-19,2025-12-13,0.1896551724137931,0.1896551724137931,0.8103448275862069,6.0,132.32999999999998,22.054999999999996,24.833333333333332,2.9450000000000003,17.67,150.0,0.11780000000000002,0.8821999999999999,0.10344827586206896
CUST00240,Ruthild,Jessel,ruthild.jessel@aol.de,+49(0)4537861306,Berlin,2024-02-14,19,Female,40,3,7,1,1.0,0.85,Business,Organic,medium,Debit Card,iOS,98,69,39,22,0.5641025641025641,0.5652173913043478,0.7040816326530612,2025-12-15,67,37,3,488.756,12.2189,122.14,6.91425,23.765,366.62,2024-04-08,2025-12-10,0.075,0.075,0.925,2.0,10.95,5.475,7.745,2.27,4.54,15.489999999999998,0.29309231762427373,0.7069076823757263,0.05
CUST00241,Grace,Davis,grace.davis@outlook.com,+44(0)113 496 0351,London,2023-10-24,36,Female,15,1,0,0,1.0,0.694,Commuter,Partnership,high,Cash,Web,97,53,28,33,1.1785714285714286,0.5283018867924528,0.5463917525773195,2025-12-13,67,14,1,322.236,21.4824,80.58,7.378666666666667,24.82,241.66,2023-12-05,2025-10-28,0.13333333333333333,0.06666666666666667,0.9333333333333333,1.0,22.86,22.86,22.0,0.0,0.0,22.86,0.0,1.0,0.06666666666666667
CUST00242,Abigail,O'Connor,abigail.o'connor@outlook.com,+44131 496 0181,London,2023-09-21,23,Male,54,5,26,0,1.0,0.938,Tourist,Ads,high,Debit Card,Web,64,35,21,19,0.9047619047619048,0.6,0.546875,2025-12-15,50,50,4,969.432,17.952444444444446,242.34,7.008148148148148,25.046296296296298,727.1,2023-10-09,2025-12-11,0.07407407407407407,0.07407407407407407,0.9259259259259259,3.0,38.79,12.93,14.916666666666666,2.1566666666666667,6.470000000000001,45.26,0.1429518338488732,0.8570481661511269,0.05555555555555555
CUST00243,Milena,Garibaldi,milena.garibaldi@alice.it,0736371883,Milan,2023-03-28,51,Female,21,1,16,0,1.0,0.731,Business,Organic,medium,Debit Card,Android,80,48,29,24,0.8275862068965517,0.6041666666666666,0.6,2025-12-13,61,18,3,234.094,11.147333333333332,58.54,8.502857142857144,16.4,175.55,2023-05-14,2025-12-02,0.19047619047619047,0.14285714285714285,0.8571428571428571,2.0,26.86,13.43,17.14,3.71,7.42,34.28,0.21645274212368726,0.7835472578763126,0.09523809523809523
CUST00244,Molly,Phillips,molly.phillips@hotmail.co.uk,+44114 4960230,London,2025-11-02,21,Male,38,3,25,0,1.0,0.837,Casual Rider,Partnership,high,Credit Card,iOS,34,24,17,8,0.47058823529411764,0.7083333333333334,0.7058823529411765,2025-12-13,23,32,6,584.88,15.391578947368421,146.22,6.277894736842105,24.023684210526316,438.67,2025-11-02,2025-12-14,0.13157894736842105,0.15789473684210525,0.8421052631578947,2.0,19.33,9.665,15.64,5.975,11.95,31.279999999999998,0.3820332480818414,0.6179667519181585,0.05263157894736842
CUST00245,Eric,Canales,eric.canales@gmail.com,+34 877 73 99 30,Barcelona,2025-03-16,56,Other,34,0,2,0,1.0,0.812,Business,Ads,low,Debit Card,Android,43,26,14,12,0.8571428571428571,0.5384615384615384,0.6046511627906976,2025-12-12,36,32,2,360.956,10.616352941176471,90.26,6.61735294117647,22.905882352941177,270.7,2025-04-01,2025-12-10,0.11764705882352941,0.058823529411764705,0.9411764705882353,3.0,47.870000000000005,15.956666666666669,17.76,1.8033333333333321,5.409999999999997,53.28,0.10153903903903898,0.8984609609609611,0.08823529411764706
CUST00246,Crescencia,Frías,crescencia.frías@yahoo.com,+34848698968,Barcelona,2025-07-20,18,Other,38,4,45,1,1.0,0.837,Tourist,Ads,low,Cash,iOS,115,71,38,19,0.5,0.5352112676056338,0.6173913043478261,2025-12-08,68,33,5,454.024,11.948,113.5,6.851052631578947,23.50263157894737,340.53000000000003,2025-07-21,2025-12-10,0.07894736842105263,0.13157894736842105,0.868421052631579,3.0,38.589999999999996,12.863333333333332,15.656666666666666,3.2099999999999995,9.629999999999999,48.22,0.1997096640398175,0.8002903359601824,0.07894736842105263
CUST00247,Gregory,Williams,gregory.williams@yahoo.com,+44(0)118 496 0636,London,2023-12-11,51,Female,44,2,37,1,1.0,0.875,Business,Referral,high,Cash,Android,43,25,20,10,0.5,0.8,0.5813953488372093,2025-12-11,35,35,9,632.238,14.369045454545455,158.07,7.2506818181818184,23.377272727272725,474.15,2023-12-25,2025-11-06,0.13636363636363635,0.20454545454545456,0.7954545454545454,5.0,64.57,12.913999999999998,15.991999999999999,3.078,15.389999999999999,79.96,0.1924712356178089,0.8075287643821911,0.11363636363636363
